lyrics,sentiment,zero_shot,one_shot,few_shot
oh oh much happy ending oh oh much happy ending oh ohohhh let talk like dead something something said dont leave hangin city dead held high breakable thread thing thought knew thought could everything everything wanted meant supposed lost memory close fade away time pretending much happy ending oh oh much happy ending oh oh youve got dumb friend know say tell im difficult dont know even know thing hide shit thing thought knew thought could everything everything wanted meant supposed lost memory close fade away time pretending much happy ending nice know thanks acting like care making feel like one nice know thanks watching fall everything could everything everything wanted meant supposed lost memory close fade away time pretending much happy ending everything everything wanted meant supposed lost memory close fade away time pretending much happy ending oh oh oh oh much happy ending oh oh oh oh much happy ending,Negative,Neutral,Positive,Positive
take want im bad gogetter yeah yes im never loser im never bitter yeah oh cause take want yeah yeah baby want yes ive watchin walk havent said word one word im ready get im gonna make girl lovin girl cause take want yeah yeah baby want gonna pick carry away yes better pack baby pack today come big bad man walk away baby youll holdin hand cause take want im bad gogetter yeah yes im ready get im gonna make girl lovin girl cause take want yeah baby want nobody baby nobody love side heart guide told mind love baby nothin soul alright im taking want girl want,Positive,Neutral,Positive,Positive
change eye shoe hair island dont care depending others think change plan style flair id know anywhere depending others think insist world isnt round shape want make wonder like first space wonder like inside head behind face wonder like believing everything say true beyond shadow doubt whole thing figured wonder like wonder like force main disaster phone ring sweet hereafter wonder others say might find old discussion banished room fool rush wonder like believe sown wave greedy inspiration wonder like first space wonder like inside head behind face wonder like believing everything say true beyond shadow doubt whole thing figured wonder like wonder like emotional ketchup burst step right first first line pearly gate change eye world hair darling id know anywhere depending others think wonder like first space wonder like inside head behind face wonder like believing everything say true beyond shadow doubt whole thing figured wonder like wonder like wonder like wonder wonder like wonder wonder like wonder wonder like,Neutral,Positive,Positive,Neutral
dont go saying im leaving thinking never got close enough stay time run run start always way youre gonna drown tomorrow cry many tear yesterday tomorrow half youve got treat good cause im gone hell stay wont forgetting wont forgetting know memory come summer cloud rain sweetness see like look right maybe wonder go heaven way rain fall river flow here feelin good here feelin bad here bein thankful sorry pleasure autumn day window pane god forgive u feel deceived clock dont know like got believe,Neutral,Neutral,Positive,Positive
ight crook im pimp uh yeah murphy lee da skool boy yo professor cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause thats yeah ima call long as fat take wit money got azcap investin future shell pay back lil restatution bein wit mack lil contribution knowin fact without doubt know goin outta town bringin back daddy goin round wouldnt kinda funny see goin thats brag boast shit showin thats ask yall hoe know king named jacob sleepin please wake im type nigga know hoe show hoe mold hoe told hoe long ago game sweet want know cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause center demention hit blunts im limpin aint comin mention keep pimpin fire dro kitchen mornin ya fruit juice crackle missin trippin act like fiend way notquite height extreme day extrememly clean known get hand dirty aint worthy rather put hand summin derrty im hurry click keepin extremely late party party whether extremely great look shape apple bottom demisive waist niggaz face quick draw cape meim playa dont step toe chicken cant get time day respectin hoe shame ay aint kinda lame busta grab strap make rain cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause murphy lee booty critic im like baby sit damn sure didnt get show girl ya summin special wit ya back side put ya booty rehab cause ya back high back 2 woman drinkin ackrite rolled gave sack tie back tie guy thats hot mornin bedtime groupie backstage end headline talkin bout news young dude name em shoe one actin brand new let see ya shake ya tailfeather put high sky could tell weather tell whether could take shake tell whether gon get bucked naked tonight im bro made ya knee touch ya elbow gon hed treat like toilet bowl cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause extreme advanced sho clean sex mony drug know thing bitch fallin love show thing cause,Positive,Positive,Positive,Negative
verse 1 wish could tell want give like truth matter want might hurt wont let go like know end beginning calculated blessing penny ill cry til tell let go let oh lord whats best verse 2 ruby diamond silver pearl lesson learn would trade world told trial come make strong promised never leave alone ill cry til tell let go let ohoh oh lord whats best word true last guide future past time cannot see know love ill ever know ill cry til tell let go let ohohoh lord whats best,Negative,Neutral,Positive,Positive
loved made hate gave hate see saved tear deadly feel rip back every time tried steal feel bad feel sad im sorry hell fuck heart life start knife strife dy life lie lung sung song long true hurt remember loved ive lost fell today im sorry oh im sorry im sorry ive abused feel used im sorry oh im sorry im sorry wish could quit wish never missed told loved every time fucked future drew shit weve obsessed thought pain grew grew could look made never enough world gave used love struck im fucked pull sleeve see pattern cut ive lost fell today im sorry oh im sorry im sorry ive abused feel used im sorry oh im sorry im sorry seems like left rest tear dried lay without sound seems like left rest fear leave head ive lost fell today im sorry oh im sorry ive abused feel used im sorry oh im sorry im sorry im sorry im sorry im sorry im sorry im sorry im sorry im sorry,Neutral,Negative,Positive,Positive
guess started woke morning everything seemed okay till let pet snake get loose kitchen ive trouble day got paint wall pretty orange color little carpet floor covered mom coat closet say cant wear anymore ive bad bad day like thought would ive bad bad day seems like everyones picking put sand grandpa tobacco frowned day hid pipe cause smell smoke shouldnt smoke anyway mom coat grandpa tobacco life rough kid theyve almost worn seat britches dont hurt much ive bad bad day like thought would ive bad bad day seems like everyones picking ive bad bad day like thought would ive bad bad day seems like everyones picking,Positive,Neutral,Positive,Positive
boy unwanted prisoner im born brother one couldnt wrong dying shadow red crimson red invisible boy feel strap cross back yeah im new whipping boy orphan son would never need cause im boy mirror see slave gave air breathe cause im boy mirror see oh got old rerun horror movie head cant rest scare death im alive dead red crimson red invisible boy feel strap cross back yeah im new whipping boy oh tell confession come talk see eye titanic misery ashamed youre alive im face see face isnt im mirror boy people never go crazy truly boring life must lead love shelter love love set free,Negative,Positive,Neutral,Positive
oughta know look anothers eye there something mind think saw look lover eye looking mine like found one want found one wanted quit trying tell found meant find thats tell wont believe thing heart could tell mind somehow sell love dont think ill believe heart time oughta know language well ive heard tell thing finally made mind heart tell look something determined wind wondering one well never sure tell found meant find thats tell wont believe thing heart could tell mind somehow sell love dont think ill believe heart time tell found meant find thats tell wont believe thing heart could tell mind somehow sell love dont think ill believe heart time,Positive,Negative,Positive,Negative
never say goodbye never say goodbye even though pain heartache seem follow wherever go though try try hide feeling always seem show try say youre leaving always say tell never say goodbye never say goodbye every time think ive enough start heading door there strange vibration piercing right core say turn around fool know love tell dont wanna let go never say goodbye girl ooh ooh baby never say goodbye ooh oh never say goodbye girl ooh ooh ooh never say goodbye ooh never say goodbye never say goodbye keep thinking problem soon gonna work there unhappy feeling there anguish there doubt old dizzy hangup cant without tell dont wanna let go never say goodbye girl ooh ooh baby never say goodbye ooh oh never say goodbye girl ooh oh never say goodbye ooh never say goodbye girl ooh ooh baby never say goodbye ooh oh never say goodbye girl ooh oh,Neutral,Positive,Positive,Positive
listen band dont get bubble listen play dont get glow step floor youll forget trouble go dance youll forget woe come get together let dance floor feel leather step lightly feather let go come hit timber loosen start limber cant hear hot marimba let go let go relax let go relax youve got tied knot night cold music hot come cuddle closer dont dare answer sir butcher banker clerk grocer let go,Neutral,Negative,Neutral,Neutral
way across town phone ring wall know aint home keep callin youre gonna drive crazy know true making wild blue wild blue wonder look thing could take yonder honey youre already wild blue somebody room far side town mind made shade pulled someone trying satisfy dont know youre wild youre blue wild blue wonder look thing could take yonder honey youre already wild blue four morning youre alone place go know ought come home ill right little baby waitin know youve wild blue wild blue wonder look thing could take yonder honey youre already wild blue ought take yonder honey youre already wild blue,Negative,Positive,Positive,Positive
name like song sing sweetly though may wrong felt deeply doubt set aside found turf gave word painted word painted word woke four said wanted go reminiscing every day always seem get way lock pull gonna stop give reminiscing every day always seem get way better tell better tell reminiscing every day one gonna leave get way happens lifetime happens always right time voice soothing way like hummingbird painted word painted word painted word,Neutral,Positive,Negative,Positive
holding back year thinking fear ive long somebody hears listen fear thats gone strangled wish pater hoping arm mater get sooner later nothing ever could yeah ill keep holding ill keep holding ill keep holding ill keep holding chance escape know holding back tear there nothing grown ive wasted tear wasted year nothing chance good nothing ever could yeah ill keep holding ill keep holding ill keep holding ill keep holding tight,Neutral,Negative,Positive,Negative
parent never took young girl church never spoke name never read word two non believer walking lost world took baby sad little girl daddy drank day mommy drug never wanted play give kiss hug shed watched tv sit couch mom fell asleep daddy went drinking fighting got worse every night behind couch shed hiding oh sad little life like always bad got worse every slap every curse daddy drunk rage one night used gun mom took life people city took girl far away new mom new dad kiss hug every day first day sunday school teacher walked small little girl stared picture said know man cross dont know name know got cause old house held close side hid behind couch night parent died,Negative,Positive,Neutral,Neutral
edit lyric id 3835886 writer select title artist album composer time arm medina welcome medina 340 selected edit timestamps lyric state unformatted formatted verified publisher verified transcribed verified autoadded correction note silence filling tried many time reach nothing ever enough still im trynna get cause distance filling thrill killing caught change love holding memory dont wanna im lost without wanna arm wanna feel safe waiting eternity cause wanna feel safe arm wanna feel safe waiting eternity cause wanna feel safe silence filling feel like im drowning water nothing ever enough crossing border cause distance filling thrill killing caught change love holding memory dont wanna im lost without wanna arm wanna feel safe waiting eternity cause wanna feel safe arm wanna feel safe waiting eternity cause wanna feel safe wanna arm wanna feel safe waiting eternity cause wanna feel safe arm wanna feel safe waiting eternity cause wanna feel safe wanna arm wanna feel safe waiting eternity cause wanna feel safe arm wanna feel safe waiting eternity cause wanna feel safe,Negative,Positive,Neutral,Neutral
take u place dont want jive cracker take u place cause looking master im talking bout jesus christ im sure would like everyone come ask stay yes ask go away welcome jesus christ im sure dig scene uhhuh must must go take abba road come right enjoy choco bar shonen knife yes rock roll star wash face public bath around corner bamboo path uhhuh must must go take abba road tonight love everyone tonight yes tonight love everyone tonight must must go take abba road take abba road,Positive,Positive,Positive,Negative
climb fence follow trend collect scar go far despise sacrifice number one done rip life strife prove reverse curse looking strength respect youre lost every aspect try reach top everyone else see someone else make jealous needle say serious way steel time youre wasting anyway,Negative,Positive,Positive,Positive
yes ill responsible member great blessd society ive come understand wrongful nature gun ownership age monarchy sometimes hard act like person werent born felonious behavior countless misdemeanor impersonating officer law bonafide man action like bonafide man action like cant stop cant stop progress cant stop cant stop cant stop cant stop progress cant stop cant stop understand there victimless crime said feel rather victimized seek substantial compensation whether legally legalish otherwise sometimes hassle sit patiently outside open gate loaded castle felonious behavior countless misdemeanor impersonating officer law bonafide man action like bonafide man action like cant stop cant stop progress cant stop cant stop cant stop cant stop progress cant stop cant stop,Neutral,Positive,Positive,Positive
tell secret hope dream open heart totally trust everything there never question come even though youve hurt im one adore tell love aint anymore tell cant live anymore promised id never walk away id day day day chorus meant dont blame id known right start would promised could saved heart could saved heart moment saw could ever need youre precious thought wed together eternity unexpected thing happened cannot commit isnt chorus pain misery cause know feel say im sorry baby promised id never walk away id day day day chorus,Neutral,Neutral,Neutral,Positive
built castle air home blue blue sky wed leave behind weight worldly care thought could fly try ah learn fast learn fast knew last knew last hell heaven one dont know know every pleasure always hold equal amount pain work doubt ah learn fast barn fast knew last knew last every kite got string fly know castle air string attached though hold u tight take flight,Neutral,Neutral,Neutral,Neutral
kiss kiss twice kiss long long time havent felt like dear since cant remember long long time youll never know many dream ive dreamed empty seemed without kiss kiss twice kiss long long time ah kiss kiss twice kiss long time havent felt like dear since cant remember long long time,Positive,Positive,Positive,Positive
whiskey know weakness bartender know pain heart know im hurtin bar stool know name glass know im empty devil know game good lord know im lonely jukebox know shame nobody make cry nobody get high nobody say goodbye take back time place nobody thrill nobody chill nobody kill like haggard hank memory drink dont mix well misery gin like whippoorwill im blue fly wouldnt give baby walked cause im lonesome could cry nobody make cry nobody get high nobody say goodbye take back time place nobody thrill nobody chill nobody kill like haggard hank oh nobody kill like haggard hank,Neutral,Positive,Positive,Positive
know whats worth fighting worth dying take breath away feel suffocating pain weigh pride look place hide someone break heart inside youre ruin one twenty one gun lay arm give fight one twenty one gun throw arm sky youre end road lost sense control thought taken toll mind break spirit soul faith walk broken glass hangover doesnt pas nothing ever built last youre ruin one twenty one gun lay arm give fight one twenty one gun throw arm sky try live burned house home stand close fire like liar looking forgiveness stone time live let die cant get another try something inside heart died youre ruin one twenty one gun lay arm give fight one twenty one gun throw arm sky one twenty one gun lay arm give fight one twenty one gun throw arm sky,Neutral,Positive,Positive,Positive
evangelist claim god speaks restless mouth full lie gain popularity care old suffer empty pocket cry hunger penniless generosity sharing money quench greed searching answer prayer cry last wish need save spirit life breathes almighty transformed screen meaning lost translation holy word describe deception say youll help u find lord tell preacher know simple quest visible savior lead u final prayer save send donation contribute cause luxury righteous reward praise lord praise god wish sell heaven without hell mind eye could truly believe giving save soul could naive heal sick raise dead blind congregation thing say religious blackmail deceit trust death come lost hear serpent call look deep deceiving eye ignore writing wall read lie doubt subsides honesty inquiry blasphemy impure soul thats made suffer sermon left hide cover empty promise lie unfulfilled steal dream get killed claim trip heaven nearby may believe satan wouldnt lie,Negative,Negative,Positive,Negative
lady ice lady ice lady ice desert zone web lie turned stone lady ice painted smile keep warm want ecstasy reaching reality love come sweep past away well climb invincible mountain want never lady ice desert zone web lie turned stone lady ice painted smile keep warm lady ice lady ice want holding huggin protecting turn beating heart like transmutation want never lady ice desert zone web lie turned stone lady ice painted smile keep warm lady ice lady ice well climb highest mountain want never lady ice desert zone web lie turned stone lady ice painted smile keep warm lady ice lady ice lady ice desert zone web lie turned stone lady ice painted smile keep warm lady ice lady ice,Positive,Neutral,Positive,Positive
must retreat cant talk anymore word make empty inside there nothing left time seems change thought im alive seem drowning every minute say thats life say alright cant answer dont want follow cloud tired one live learn mistake im sick mind see u like light shining bright middle dont see u smiling say thats life say alright cant answer dont want follow cloud please open eye see sleep tonight hope never call home bound live bound die say thats life say ill still cant answer dont want follow cloud,Neutral,Neutral,Positive,Neutral
make call always choice maybe youre right wrong voice cause end depends step aside let decide season life everyone smarter best advice could give youll work much harder maybe someday youll wise realize decide cause everybody choose sink swim win lose everybody get right fight flight decide bent rule denied truth strong suggestion ever heard parent say giant misperceptions really come far decide cause everybody choose sink swim win lose everybody get right fight flight decide make sure dont let moment pas eye gonna swirling head got use heart instead everybody get right fight flight know everybody choose sink swim win lose everybody get right fight flight decide decide,Negative,Neutral,Negative,Neutral
broken heart made quite able say devil disguise loved loved said known wasnt one really didnt matter blind love see havin fun friend say im fool victim crime therell never another love want girl want back girl want girl want back girl emptiness life meant everything reality hurt yeah never thought would leave didnt care fun make love someone else baby long number one angel may still loved know girl never never go want girl want back girl want girl want back girl want girl want back girl want girl want back girl broken heart made quite able say devil disguise loved loved said known wasnt one really didnt matter blind love see havin fun friend say im fool victim crime therell never another love want girl want back girl want girl want back girl,Positive,Positive,Positive,Positive
remember eye 12th july siren screamin flame lit sky held tight thought youd never let go til bullet exploded pavement laid next burnt car screamed help gone far still got picture locked away start developing inside fanatic heart went around daze couple year blood vein frozen tear anything asked cause could see picture young one passin byd say hows real hard man deep inside castle sand still picture locked away start developing inside fanatic heart took inside threw wall put electric prod chest ball told sign thing knew werent true end told locked threw away key left memory walk new york like grey silhouette tryin hard remember im supposed forget look eye 12th july siren screamin flame lit sky hey sleep woman hold night cause want get life picture wont let make new start frozen inside fanatic heart,Positive,Neutral,Positive,Positive
shadow head shadow driving mad im afraid rule mind want live life cant run cant hide ever find piece mind im upset yeah try cant live together tell stand hear ive always waiting cant see,Positive,Positive,Positive,Positive
oh ive hurt still love ive hurt like yeah youre teaching new thing try realize call youre ready whenever youre ready know left still love though ive cried like youre teaching new thing try realize call youre ready whenever youre ready call youve got treat different way call youve got listen girl tell never hurt love never hurt like yeah youre teaching new thing try realize call youre ready whenever youre ready youre teaching new thing try realize call youre ready whenever youre ready youve got call call call know call call call call ready call,Negative,Negative,Negative,Neutral
pretty think youre mighty wise tell love roll big brown eye saw last week eye turnin black go find guy beat ask take back dont roll bloodshot eye tell youve spree well plain youre lyin say youve cryin dont roll bloodshot eye used spend money make look real sweet wanted proud walked street dont ask dress satin silk eye look like two cherry glass bottled milk dont roll bloodshot eye tell youve spree well plain youre lyin say youve cryin dont roll bloodshot eye guess little romance finally simmered join circus make real good clown eye look like roadmap im scared smell breath better shut peeper bleed death dont roll bloodshot eye tell youve spree well plain youre lyin say youve cryin dont roll bloodshot eye dont roll bloodshot eye,Positive,Positive,Positive,Positive
ever change mind leavin leavin behind bring bring sweet lovin bring home know cried left hurt ill forgive bring bring sweet lovin bring home ill give jewelry money aint id said forgive girl bring bring sweet lovin bring home know cried left said hurt ill forgive bring bring sweet lovin bring home need love baby know bring bring sweet lovin bring home,Neutral,Neutral,Neutral,Neutral
get get get get get get get get get get get get get get get get jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie jungle boogie get get get get get get get get get get get get get get get get get get get get get get get get uh get feel funk yall let boogie flow huh uh uh huh uh uh uh huh uh mm get boogie get get jungle boogie get huh uh get boogie said uh uh get said uh uh get said uh uh get said uh uh huh till ya feel yall huh get yall huh uh get huh uh yall get uh oh get uh ughhh uh ha get whoooaaaa,Neutral,Positive,Neutral,Neutral
im dreaming white christmas like one used know treetop glisten child listen hear sleigh bell snow snow im dreaming white christmas every christmas card write may day merry bright may christmas white sun shining grass green orange palm tree sway there never day whole la december twentyfourth longing north white christmas oh yeah im dreaming white christmas every christmas card write may day merry bright may christmas white white,Neutral,Positive,Negative,Negative
ive drivin night hand wet wheel there voice head drive heel baby called said need half past four im shifting gear get lonely longing get much sends cable comin dont need talk got thing thats called radar love got wave air radar love radio playing forgotten song brenda lee comin strong road got hypnotized im spinnin new sunrise get lonely im sure ive enough sends comfort coming dont need letter speed im almost gotta keep cool gotta take care last car pas go line cloud go real slow radio play forgotten song brenda lee coming strong newsman sang song one radar lover gone got thing thats called radar love,Neutral,Neutral,Neutral,Neutral
trick treat trick treat give u something good eat dont dont care well put red ant hair trick treat trick treat love candy oh sweet every halloween say trick treat year leaf brown october 31st roll around kid come sun go know theyre comin hear sound trick treat trick treat give u something good eat dont hee hee hee well put snail upon foot trick treat trick treat love candy oh sweet every halloween say trick treat ghost witch monster men space bat say boo cowboy fairy zoo better ready theyre coming trick treat trick treat give u something good eat dont never mind sit porcupine trick treat trick treat love candy oh sweet every halloween say trick treat whats creeping uuuupppp drive zombie ooh im terrified could pirate live nearby wait think know halloween trick treat trick treat give u something good eat dont dont care well put red ant hair trick treat trick treat love candy oh sweet every halloween say trick treat trick treat trick treat give u something good eat dont hee hee hee well put snail upon foot trick treat trick treat love candy oh sweet every halloween say trick treat trick treat trick treat give u something good eat dont never mind sit porcupine trick treat trick treat love candy oh sweet every halloween say trick treat,Positive,Positive,Positive,Neutral
ollie told im fool walked road mile went house brings smile sat upon grandpa knee think said awake remember evrything hangin string believe relieve soul born grow old never know ollie showed fork road take left go straight right use day save night careful step watch whacha eat sleep light got beat ollie warned mean old world street dont greet ya yes true supposed read writing wall heard small wash hand lye water got date captain daughter go tell brother sure gonna love one another oh may right ya might wrong aint gonna worry day long snow gonna come frost gonna bite old car froze last night aint reason hang head could wake mornin dead oh thought would good id stand rock moses stood,Positive,Negative,Positive,Negative
easy come easy go everywhere crazy love air nightfall mmm day nightfall many girl every port gotta juggernaut full speed ahead youll caught oh yeah oh yeah easy come easy go around kiss kiss pound pound delicious mmm nutritious sailor beware take slow easy come easy go right want love keep warm there nothing like uniform got port storm blow easy come easy go around kiss kiss pound pound delicious mmm nutritious sailor beware take slow easy come easy go sailor beware take slow easy come easy go easy come easy go easy come easy go easy come easy go easy come easy go easy come easy go,Neutral,Neutral,Neutral,Neutral
well wake morning hair eye say hi hurry breakfast table kid going school goodbye reach take hand squeeze say feelin hon look across smiling lip warm heart see morning sun thats loving ive got say god didnt make little green apple dont rain indianapolis summertime there thing dr sue disneyland mother goose nursery rhyme god didnt make little green apple dont rain indianapolis summertime self feeling low think face aglow ease mind sometimes call knowing he busy ask could get away meet maybe grab bite eat drop he hurry meet im always late sits waiting patiently smile first see he made way thats loving ive got say god didnt make little green apple dont snow indianapolis winter come there thing make believe puppy dog autumn leaf bb gun god didnt make little green apple dont rain indianapolis summer time self feeling low think face aglow ease mind,Neutral,Neutral,Neutral,Neutral
come child gather around gather around child lose evil spirit called voodoo nothin trouble found found child chase hoodoo dance let lead way jubilee today hell never hound stamp ground child come clapa yo hand slapa yo thigh hallelujah hallelujah everybody come along join jubilee clapa yo hand slapa yo thigh lose time dont lose time come along shake yo shoe time sand time pebble remember trouble must treated like rebel send devil clapa yo hand slapa yo thigh hallelujah hallelujah everybody come along join jubilee,Positive,Positive,Positive,Positive
five mile london western avenue must wonder brand new talkin bout splendor hoover factory know youd agree seen matter life death doesnt matter take another breath care care green go green action park royal north acton past scroll inscription like egyptian age one day hoover factory gonna rage fashionable page five mile london western avenue must wonder brand new talkin bout splendor hoover factory know youd agree seen matter life death doesnt matter take another breath care care,Positive,Positive,Positive,Positive
